title,text,subject,date
Global Climate Summit 2023 Concludes with Historic Agreements,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",techNews,"December 09, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",economyNews,"July 27, 2023"
2023 Marks Record High for Space Exploration Achievements,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",techNews,"April 24, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",worldNews,"January 03, 2023"
Breakthrough in Renewable Energy Achieved in 2023,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",healthNews,"April 09, 2023"
NASA Successfully Launches Artemis II Mission to Moon,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,worldNews,"August 26, 2020"
International Efforts to Combat Cybercrime Intensify in 2023,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",healthNews,"October 03, 2020"
NASA Successfully Launches Artemis II Mission to Moon,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",scienceNews,"June 11, 2020"
Global Inflation Rates Show Signs of Slowing in 2023,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",healthNews,"January 16, 2021"
Global Inflation Rates Show Signs of Slowing in 2023,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",economyNews,"October 21, 2023"
International Efforts to Combat Cybercrime Intensify in 2023,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",healthNews,"October 10, 2023"
Historic Peace Agreement Reached in Middle East Conflict,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",economyNews,"March 07, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",economyNews,"August 20, 2021"
United Nations Calls for Global Action on Plastic Pollution,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,techNews,"September 21, 2020"
AI Regulation Bill Passed in European Parliament,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",scienceNews,"November 20, 2022"
Global Inflation Rates Show Signs of Slowing in 2023,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",healthNews,"July 12, 2021"
Global Inflation Rates Show Signs of Slowing in 2023,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",techNews,"April 20, 2020"
United Nations Calls for Global Action on Plastic Pollution,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",scienceNews,"March 11, 2022"
United Nations Calls for Global Action on Plastic Pollution,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",scienceNews,"August 12, 2021"
World Health Organization Declares End of COVID-19 Pandemic,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",scienceNews,"May 22, 2020"
World Health Organization Declares End of COVID-19 Pandemic,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",worldNews,"March 14, 2023"
Global Inflation Rates Show Signs of Slowing in 2023,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,scienceNews,"April 11, 2023"
NASA Successfully Launches Artemis II Mission to Moon,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",worldNews,"April 03, 2021"
Breakthrough in Renewable Energy Achieved in 2023,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",economyNews,"January 21, 2022"
World Health Organization Declares End of COVID-19 Pandemic,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",economyNews,"February 27, 2023"
2023 Marks Record High for Space Exploration Achievements,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",scienceNews,"January 19, 2020"
United Nations Calls for Global Action on Plastic Pollution,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",healthNews,"January 08, 2020"
2023 Marks Record High for Space Exploration Achievements,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",worldNews,"August 16, 2023"
Breakthrough in Renewable Energy Achieved in 2023,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",scienceNews,"March 28, 2021"
Global Climate Summit 2023 Concludes with Historic Agreements,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",worldNews,"August 24, 2020"
2023 Marks Record High for Space Exploration Achievements,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",economyNews,"February 26, 2023"
NASA Successfully Launches Artemis II Mission to Moon,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",techNews,"June 28, 2023"
Global Climate Summit 2023 Concludes with Historic Agreements,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",economyNews,"September 24, 2023"
AI Regulation Bill Passed in European Parliament,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",scienceNews,"August 13, 2022"
Global Inflation Rates Show Signs of Slowing in 2023,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",worldNews,"June 03, 2022"
AI Regulation Bill Passed in European Parliament,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",worldNews,"December 19, 2021"
AI Regulation Bill Passed in European Parliament,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,techNews,"September 04, 2021"
Historic Peace Agreement Reached in Middle East Conflict,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",worldNews,"October 08, 2023"
